id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
842,what did the men do after the leader told them where ian was hiding ?,explicit,"' it is the man who is lying under the cask , ' answered the leader . ' go and kill him , and then come and eat your food and sleep , for we must be off betimes in the morning . ' so four of them killed the fisher 's son and left him , and then went to bed . by sunrise they were all out of the house , for they had far to go . and when they had disappeared the deer came off the roof , to where the dead man lay , and she shook her head over him , and wax fell from her ear , and he jumped up as wel","killed the fisher 's son and left him , and then went to bed .",killed the fisher 's son .,they went to bed,0.3529411764705882,0.26666666666666666,0.3529411764705882,0.3529411764705882,0.0,0.0,0.0,0.0,0.042751137399864,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.06392786120670757,0.26666666666666666,4,15,0.18325568129983205,"[0.2, 0.25, 0.3333333333333333, 0.5]",0.6065306597126334,0.6666666666666666,4,6,0.8695542216300964,0.8330904245376587,-1.4112421,-1.4535341
843,how did the doctor feel when he was blamed by the king ?,explicit,"then the dragon king interviewed the doctor and blamed him for not curing the queen . the doctor was alarmed at rin jin 's evident displeasure , and excused his want of skill by saying that although he knew the right kind of medicine to give the invalid , it was impossible to find it in the sea . "" do you mean to tell me that you ca n't get the medicine here ? "" asked the dragon king . "" it is just as you say ! "" said the doctor . "" tell me what it is you want for the queen ? "" demanded rin jin ",alarmed .,alarmed .,the doctor was alarmed at rin jin 's evident displeasure .,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.12605968092174913,"[0.25, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,0.12605968092174913,"[0.25, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,0.8617956042289734,0.8617956042289734,-0.90909207,-0.90909207
844,what did the king tell the huntsmen to do to the beast ?,explicit,"the sun rose and she still slept on and on , although it was nearly noon . now , it happened that the king to whom this wood belonged was hunting in it . when his dogs came to the tree , they sniffed , and ran round and round it , barking . the king said to the huntsmen , ' see what sort of a wild beast is in there . ' the huntsmen went in , and then came back and said , ' in the hollow tree there lies a wonderful animal that we do n't know , and we have never seen one like it ; its skin is made",catch it alive .,see if you can catch it alive .,The huntsmen told the huntsmen to sweep the ashes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11868405219520975,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,2.25,9,4,0.11868405219520975,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.125,9,8,0.812788724899292,0.8258340954780579,-1.1624413,-0.8504817
845,what did the man tell dullhead to do ?,implicit,"when he got to the forest , he too met the little grey old man , who greeted him and said : ' give me a piece of your cake and a draught from your bottle ; i am so hungry and thirsty . ' and dullhead replied : ' i 've only got a cinder - cake and some sour beer , but if you care to have that , let us sit down and eat . ' so they sat down , and when dullhead brought out his cake he found it had turned into a fine rich cake , and the sour beer into excellent wine . then they ate and drank , and wh",cut down an old tree .,cut the old tree .,give him a piece of his cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561969968460128,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,1.1666666666666667,7,6,0.1561969968460128,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,1.4,7,5,0.8240875005722046,0.8306737542152405,-1.2993499,-1.4488926
846,why did the fox say she could not bring the bring up the cheese by herself ?,explicit,"' why , it is larger and richer than i thought , ' cried she , turning towards the wolf , who was leaning over the wall of the well . ' then be quick and bring it up , ' commanded the wolf . ' how can i , when it weighs more than i do ? ' asked the fox . ' if it is so heavy bring it in two bits , of course , ' said he . ' but i have no knife , ' answered the fox . ' you will have to come down yourself , and we will carry it up between us . ' ' and how am i to come down ? ' inquired the wolf . ' ",it weighed more than she did .,it weighed more than her .,she was a wolf,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1697232447536737,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.4723665527410147,0.5714285714285714,4,7,0.18325568129983205,"[0.2, 0.25, 0.3333333333333333, 0.5]",0.6065306597126334,0.6666666666666666,4,6,0.856602668762207,0.8571902513504028,-1.401882,-1.2300556
847,what did the raven give to countess fraukirk and countess helga ?,explicit,"of course he was overjoyed to meet lady morna again , and she was overjoyed to meet him , for she felt that she was now safe from the unwelcome attentions of earl harold . but to earl harold the sight of their joy was as gall and bitterness , and he could scarcely contain himself , although he still trusted in the efficacy of snorro the dwarf 's love - potion . as for countess fraukirk and countess helga , they looked forward eagerly to the time when the magic web would arrive , out of which the",a sealed packet .,a sealed packet .,earl paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.7860949635505676,0.7860949635505676,-1.3572512,-1.3572512
848,who ordered the monster to carry the happy hunter back ?,explicit,"here he found , instead of the queer basket on which he had come to the realm of ryn gu , a large crocodile waiting for him . never had he seen such a huge creature . it measured eight fathoms in length from the tip of its tail to the end of its long mouth . the sea king had ordered the monster to carry the happy hunter back to japan . like the wonderful basket which shiwozuchino okina had made , it could travel faster than any steamboat , and in this strange way , riding on the back of a crocod",the sea king .,the sea king .,the sea king,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9599491953849792,0.9599491953849792,0.78143346,0.78143346
849,where did the rich man keep his cheeses according to the fox ?,explicit,"' i am dying of hunger , ' answered the wolf , doggedly ; ' and you know , ' he added with a grin , ' that charity begins at home . ' ' quite so , ' replied the fox ; ' it would be unreasonable of me to object to your satisfying your appetite at my expense . but if the fox resigns herself to the sacrifice , the mother offers you one last request . ' ' then be quick and do n't waste my time , for i ca n't wait much longer . what is it you want ? ' ' you must know , ' said the fox , ' that in this",in an old well .,in an old well .,in an old well,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7788007830714049,"[1.0, 1.0, 1.0, 1.0]",0.7788007830714049,0.8,4,5,0.7788007830714049,"[1.0, 1.0, 1.0, 1.0]",0.7788007830714049,0.8,4,5,0.9692227840423584,0.9692227840423584,0.90788835,0.90788835
850,why couldn't one find anyone like the king's wife ?,explicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",she was so beautiful .,she was too beautiful .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.8587571978569031,0.8572739958763123,-1.495853,-1.5590838
851,what will the merchant do because of the mice at the tavern ?,implicit,"then the merchant sailed on , but no sooner had he reached the high seas than he saw the cat sitting at the top of the main - mast . and immediately after another storm and tempest arose , far worse than the first one , and he drifted and drifted , till he came to a land where he had never yet been . again the merchant went to a tavern , and here , too , the table was covered with switches ; but they were much larger and longer than at the place where he had first been . and they were much neede",sell the cat .,sell them the cat he found .,None of the above choices .,0.25,0.0,0.25,0.25,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,0.20693220168471366,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.8654274940490723,0.8558831214904785,-1.6409878,-1.5290463
852,why did the princess leave her gold ring in the bread-soup ?,implicit,"she had run to her little room and had quickly taken off her dress , made her face and hands black , put on the fur cloak , and was once more the many - furred creature . when she came into the kitchen and was setting about her work of sweeping the ashes together , the cook said to her , ' let that wait till to - morrow , and just cook the king 's soup for me ; i want to have a little peep at the company upstairs ; but be sure that you do not let a hair fall into it , otherwise you will get noth",to give a hint to her father about her whereabouts .,to tease her father .,the king 's soup was to be served .,0.11111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.12507277759788113,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8007374029168082,0.8181818181818182,9,11,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.8,9,5,0.8587660789489746,0.8603616952896118,-1.459532,-1.6304145
853,what did matte build ?,explicit,"' we shall require a better house , ' said maie the following summer ; ' the old one is too small for ourselves and the men . ' ' yes , ' said matte . so he built a large cottage , with a real lock to the door , and a store - house for fish as well ; and he and his men caught such quantities of fish that they sent tons of salmon , herring , and cod to russian and sweden . ' i am quite overworked with so many folk , ' said maie ; ' a girl to help me would not come amiss . ' ' get one , then , ' s","a large cottage , with a real lock to the door , and a store - house .",he built a large cottage .,a large cottage,0.35294117647058826,0.2666666666666667,0.35294117647058826,0.35294117647058826,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.7499999999999999,0.006737946999085467,"[1.0, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,3,18,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,3,6,0.8924372792243958,0.9322625994682312,-1.269498,-0.05056473
854,what will the tailors do when they see the bannock ?,explicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he",jump down from the table and hide behind the master tailor 's wife .,try to catch it .,They will eat the bannock,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.04512859433163675,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.16529888822158656,0.35714285714285715,5,14,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.0,5,5,0.8332158327102661,0.8499693870544434,-1.4849317,-1.1065081
